epoch,train_loss,train_acc,val_loss,val_acc,lr,elapsed_sec
1,1.8163731360753377,0.3300222222222222,1.596156982421875,0.4088,9.997532801828658e-05,17.420260429382324
2,1.498185811106364,0.45024444444444445,1.4470499481201171,0.466,9.990133642141359e-05,23.87976098060608
3,1.374234336429172,0.4996888888888889,1.3175881927490234,0.522,9.977809823015401e-05,30.318477153778076
4,1.2930075265672472,0.5312444444444444,1.2436102966308593,0.5474,9.960573506572391e-05,36.743799686431885
5,1.2361014630635578,0.5514444444444444,1.2206946899414062,0.5548,9.93844170297569e-05,43.109867334365845
6,1.1886461773766412,0.5704666666666667,1.1625299468994141,0.5854,9.911436253643445e-05,49.48918128013611
7,1.1480264613893296,0.5867555555555556,1.1262699417114257,0.6024,9.879583809693738e-05,55.80445909500122
8,1.111185200606452,0.6009555555555556,1.0982393020629884,0.6058,9.842915805643157e-05,62.04839277267456
9,1.0814059343126086,0.6112444444444445,1.060570539855957,0.6244,9.801468428384717e-05,68.62802577018738
10,1.0481337920718723,0.6194666666666667,1.0431747772216797,0.6256,9.75528258147577e-05,74.98876023292542
11,1.0224911886427137,0.6317555555555555,1.0023439407348633,0.6366,9.70440384477113e-05,81.53744792938232
12,0.9994580189387003,0.641,0.9924556732177734,0.6438,9.64888242944126e-05,88.14637351036072
13,0.9802643867704603,0.6495777777777778,0.9802169082641602,0.652,9.588773128419907e-05,94.57080554962158
14,0.961966103108724,0.6556444444444445,0.9674841445922852,0.654,9.5241352623301e-05,101.19112777709961
15,0.9407802953296237,0.6632666666666667,0.9461613861083984,0.666,9.455032620941843e-05,107.59556269645691
16,0.9255169621149699,0.6693555555555556,0.9446956100463867,0.6622,9.381533400219321e-05,114.1029634475708
17,0.9085110005590651,0.6728,0.9184082427978516,0.6714,9.303710135019722e-05,120.41284441947937
18,0.895862304380205,0.6765111111111111,0.9228726379394532,0.6652,9.22163962751008e-05,126.72551703453064
19,0.8770025667402479,0.6873555555555556,0.9006067428588868,0.6838,9.135402871372814e-05,133.13598442077637
20,0.8635364960140652,0.6920888888888889,0.8856165939331054,0.6844,9.045084971874742e-05,139.53136897087097
21,0.8585846464263068,0.6945111111111111,0.8739860290527344,0.6878,8.950775061878456e-05,146.0501835346222
22,0.8415712132665846,0.7012888888888889,0.8744220703125,0.6888,8.852566213878951e-05,152.5805881023407
23,0.8307127696779039,0.7037555555555556,0.8471168548583984,0.6968,8.750555348152303e-05,158.7739963531494
24,0.8192202638626098,0.7078888888888889,0.8580064804077149,0.6902,8.644843137107063e-05,165.2682762145996
25,0.8118215602662828,0.7099555555555556,0.8488354667663575,0.6988,8.535533905932742e-05,171.52330899238586
26,0.7954033515188429,0.7194444444444444,0.8272371261596679,0.7026,8.422735529643448e-05,177.92642307281494
27,0.7894623149024116,0.7194222222222222,0.8388379501342773,0.7018,8.306559326618263e-05,184.49303483963013
28,0.7848341038597955,0.7196444444444444,0.8180974426269532,0.706,8.187119948743452e-05,190.85169076919556
29,0.7667101918326484,0.7268222222222223,0.8109127227783203,0.707,8.064535268264887e-05,197.12049794197083
30,0.7603742060131496,0.7305333333333334,0.811200405883789,0.7148,7.938926261462371e-05,203.5460124015808
31,0.7518663631969028,0.7300666666666666,0.8028699020385742,0.7126,7.810416889260659e-05,209.67430710792542
32,0.7455998788727655,0.7348888888888889,0.8064423614501953,0.7164,7.679133974894988e-05,216.0304889678955
33,0.7370296419143677,0.7369555555555556,0.7865963581085205,0.7166,7.545207078751862e-05,222.13602709770203
34,0.728857740688324,0.7417555555555555,0.7859607482910156,0.7202,7.408768370508582e-05,228.2770254611969
35,0.7273109122488234,0.7408666666666667,0.7754991317749024,0.7228,7.26995249869774e-05,234.6362533569336
36,0.7143560909695096,0.7460222222222223,0.7707947769165039,0.7256,7.12889645782537e-05,241.11997866630554
37,0.7113098512013754,0.7480222222222223,0.7782468811035156,0.7214,6.985739453173908e-05,247.49480819702148
38,0.7063660783131918,0.7483555555555556,0.7692919998168946,0.729,6.840622763423397e-05,253.9294114112854
39,0.697323215315077,0.7539555555555556,0.7554434280395508,0.7318,6.693689601226464e-05,260.5174071788788
40,0.689575617535909,0.7539333333333333,0.7598256233215333,0.7308,6.545084971874744e-05,266.70730686187744
41,0.6842189314206442,0.757,0.7531941284179687,0.7346,6.394955530196154e-05,273.1333122253418
42,0.6794716579861111,0.7594222222222222,0.7521058532714844,0.7342,6.24344943582428e-05,279.6509006023407
43,0.6717295646879408,0.7617333333333334,0.7393882217407226,0.7414,6.0907162069827195e-05,286.0238230228424
44,0.6689683095084297,0.7624666666666666,0.7384018020629883,0.7406,5.93690657292863e-05,292.43988513946533
45,0.6642125530242919,0.7622666666666666,0.7309584625244141,0.7418,5.7821723252011606e-05,298.86874079704285
46,0.6602846063296001,0.7670444444444444,0.7283683410644531,0.742,5.6266661678215284e-05,305.1712074279785
47,0.6527113641950819,0.7689555555555555,0.728456330871582,0.7472,5.470541566592577e-05,311.6930887699127
48,0.6488095521608989,0.7681777777777777,0.7302689971923828,0.743,5.313952597646573e-05,318.05939960479736
49,0.649156668302748,0.7687777777777778,0.7248447052001953,0.7446,5.1570537953906474e-05,324.422625541687
50,0.6430234020233154,0.7730888888888889,0.720620768737793,0.7478,5.0000000000000057e-05,330.74996638298035
51,0.6360630910131666,0.7739111111111111,0.7160408554077149,0.7488,4.842946204609364e-05,337.12462759017944
52,0.6309651127232445,0.7766888888888889,0.7096522842407227,0.7474,4.686047402353438e-05,343.679080247879
53,0.6248595788531833,0.7780222222222222,0.7149501998901368,0.7482,4.529458433407433e-05,350.17211723327637
54,0.6272110479725732,0.7788888888888889,0.7048599655151367,0.752,4.3733338321784836e-05,356.41251134872437
55,0.6206287074671851,0.7788,0.7050723251342773,0.7532,4.21782767479885e-05,362.71567583084106
56,0.6162958386315239,0.7819555555555555,0.7077064155578613,0.7508,4.0630934270713814e-05,368.9374349117279
57,0.6141728535864088,0.7835555555555556,0.7041534545898438,0.7514,3.909283793017293e-05,375.29583716392517
58,0.6099878195444742,0.782,0.7028193252563476,0.7562,3.75655056417573e-05,381.5497467517853
59,0.6010620815700954,0.7868888888888889,0.6989172821044922,0.7546,3.605044469803859e-05,387.9827024936676
60,0.6034341678089565,0.7843777777777777,0.6961188903808594,0.7576,3.454915028125269e-05,394.36333775520325
61,0.6012468623797099,0.7863111111111111,0.694043244934082,0.7572,3.3063103987735474e-05,400.82232093811035
62,0.6002966035525004,0.788,0.695676513671875,0.7574,3.159377236576616e-05,407.2856287956238
63,0.596181360244751,0.7900666666666667,0.6962708755493164,0.7584,3.0142605468261005e-05,413.54853081703186
64,0.5930581520398458,0.7896222222222222,0.6953799957275391,0.7564,2.8711035421746404e-05,419.90580439567566
65,0.5860796537558238,0.7911555555555555,0.6879383117675781,0.7582,2.73004750130227e-05,426.24946546554565
66,0.5901898455513849,0.7914,0.686785319519043,0.758,2.5912316294914263e-05,432.70019245147705
