epoch,train_loss,val_loss,val_kl,val_jsd,val_cosine,val_entropy_pearson,val_entropy_spearman,train_kl,lr_backbone,lr_head,params,elapsed_sec
1,1.8906837135950725,1.8411972608566285,1.84119713306427,0.41987261176109314,0.4189775288105011,0.03263114020228386,-0.021124626133215522,1.890683650970459,9.997532801828658e-05,0.0002999259840548597,11303243,1.3529655933380127
2,1.5731498476664225,1.5478012037277222,1.54780113697052,0.36397814750671387,0.5083797574043274,0.07744834572076797,0.043027465650569446,1.5731499195098877,9.990133642141359e-05,0.0002997040092642407,11303243,2.778053045272827
3,1.4302948446273804,1.4385603561401368,1.438560128211975,0.33661845326423645,0.5480056405067444,0.10128922015428543,0.0624557540483733,1.4302947521209717,9.977809823015401e-05,0.000299334294690462,11303243,4.256080627441406
4,1.3403229948679607,1.3808125829696656,1.380812644958496,0.3260502517223358,0.5592347979545593,0.09363231807947159,0.07891723432738508,1.3403229713439941,9.960573506572391e-05,0.0002988172051971717,11303243,5.739616394042969
5,1.2634631986618041,1.3457338018417357,1.345733642578125,0.31508979201316833,0.5715622305870056,0.1132848933339119,0.09798031433843193,1.2634632587432861,9.93844170297569e-05,0.00029815325108927063,11303243,7.2032670974731445
6,1.1919967133204141,1.3242426099777223,1.3242425918579102,0.3066469728946686,0.5856776833534241,0.0805690661072731,0.04681846562440815,1.191996693611145,9.911436253643445e-05,0.00029734308760930326,11303243,8.673100233078003
7,1.1450570961634319,1.2745277500152588,1.274527668952942,0.2913818955421448,0.5979878306388855,0.13484278321266174,0.11865809682456208,1.145056962966919,9.879583809693738e-05,0.00029638751429081204,11303243,10.132684469223022
8,1.1034965318044028,1.2010005292892456,1.2010005712509155,0.2818402647972107,0.6203436851501465,0.1279073804616928,0.09814997983103393,1.1034965515136719,9.842915805643157e-05,0.0002952874741692946,11303243,11.591685771942139
9,1.0335037565231324,1.2081369562149047,1.2081369161605835,0.27743327617645264,0.6230868697166443,0.1151653602719307,0.0857312788194611,1.033503770828247,9.801468428384717e-05,0.00029404405285154137,11303243,13.055038928985596
10,0.9961609439849853,1.1729831190109252,1.1729830503463745,0.26497894525527954,0.6337271332740784,0.14674361050128937,0.13215247147101009,0.9961609840393066,9.75528258147577e-05,0.0002926584774442729,11303243,14.393316507339478
11,0.9527034231821696,1.2425486936569214,1.2425487041473389,0.2810565233230591,0.6150553226470947,0.13228943943977356,0.10914386928708901,0.9527034759521484,9.70440384477113e-05,0.00029113211534313374,11303243,15.840363025665283
12,0.9104079001744588,1.1689322834014892,1.1689321994781494,0.2605321407318115,0.641513466835022,0.16888192296028137,0.13161589357758807,0.9104079008102417,9.64888242944126e-05,0.0002894664728832376,11303243,17.19718027114868
13,0.8583566657702129,1.1705673522949218,1.1705673933029175,0.25975632667541504,0.6359370350837708,0.10650332272052765,0.08561717917181418,0.8583565950393677,9.588773128419907e-05,0.0002876631938525971,11303243,18.658740043640137
14,0.8326687709490458,1.1273905611038209,1.1273905038833618,0.245940700173378,0.6571629047393799,0.16563716530799866,0.13448921153544374,0.8326687812805176,9.5241352623301e-05,0.0002857240578699029,11303243,20.007920503616333
15,0.8066809360186259,1.0753760118484497,1.075376033782959,0.24177689850330353,0.6690393686294556,0.16554100811481476,0.14563306760928887,0.8066809177398682,9.455032620941843e-05,0.00028365097862825513,11303243,21.468632459640503
16,0.7604265486399333,1.0593465795516968,1.0593466758728027,0.23169945180416107,0.6780120730400085,0.19155558943748474,0.1655206708333133,0.7604265213012695,9.381533400219321e-05,0.0002814460020065795,11303243,22.93727731704712
17,0.7450964155197144,1.0538886861801147,1.0538886785507202,0.23841403424739838,0.6739237308502197,0.15828700363636017,0.1420012792182211,0.7450964450836182,9.303710135019722e-05,0.0002791113040505915,11303243,24.39433526992798
18,0.7227962268193563,1.0915488691329955,1.0915489196777344,0.23377034068107605,0.669754683971405,0.1684788167476654,0.1402014680819771,0.7227961421012878,9.22163962751008e-05,0.00027664918882530225,11303243,25.85945153236389
