epoch,train_loss,val_loss,val_kl,val_jsd,val_cosine,val_entropy_pearson,val_entropy_spearman,train_kl,lr_backbone,lr_head,params,elapsed_sec
1,0.5449846622149149,0.5242028341293336,0.524202823638916,0.09092739969491959,0.8750438094139099,0.2881416082382202,0.3110550257329687,0.5449846386909485,9.997532801828658e-05,0.0002999259840548597,1502426,1.103665828704834
2,0.46478615204493207,0.48139847540855407,0.48139849305152893,0.08827847987413406,0.8818384408950806,0.3264695107936859,0.3244754547561286,0.464786171913147,9.990133642141359e-05,0.0002997040092642407,1502426,2.212252140045166
3,0.44237197685241697,0.5048732228279114,0.5048732757568359,0.09423141181468964,0.8705096244812012,0.3136554956436157,0.3152610294031898,0.4423719346523285,9.977809823015401e-05,0.000299334294690462,1502426,3.3363778591156006
4,0.42136488294601443,0.48381052589416507,0.48381051421165466,0.09183961153030396,0.8757191300392151,0.3318931460380554,0.32438769494872893,0.4213648736476898,9.960573506572391e-05,0.0002988172051971717,1502426,4.427861928939819
5,0.39166882101694744,0.4870151860713959,0.48701515793800354,0.09436319023370743,0.8713042736053467,0.3346565365791321,0.32872833265439266,0.39166882634162903,9.93844170297569e-05,0.00029815325108927063,1502426,5.527203321456909
6,0.38045887621243796,0.4616101176738739,0.4616101086139679,0.08988022059202194,0.880135178565979,0.3484805226325989,0.32373966710810553,0.38045886158943176,9.911436253643445e-05,0.00029734308760930326,1502426,6.616260528564453
7,0.3574121915499369,0.4481391038894653,0.44813910126686096,0.08950299769639969,0.8787577748298645,0.34670382738113403,0.33742853310975607,0.357412189245224,9.879583809693738e-05,0.00029638751429081204,1502426,7.750041246414185
8,0.3535611430803935,0.4732688205242157,0.4732688367366791,0.09289779514074326,0.8730425238609314,0.353727787733078,0.3535015735046006,0.3535611629486084,9.842915805643157e-05,0.0002952874741692946,1502426,8.919208765029907
9,0.34737863651911416,0.46776831841468813,0.4677683413028717,0.09252842515707016,0.8748973608016968,0.3237231373786926,0.3223318219804456,0.34737861156463623,9.801468428384717e-05,0.00029404405285154137,1502426,10.02767825126648
10,0.3393119750022888,0.48739540433883666,0.48739537596702576,0.09687874466180801,0.867280125617981,0.3371047377586365,0.3317387066581824,0.3393119275569916,9.75528258147577e-05,0.0002926584774442729,1502426,11.13933777809143
11,0.32551430869102477,0.45980834794044495,0.459808349609375,0.08998209238052368,0.879194974899292,0.3150181472301483,0.3081063426582706,0.3255143165588379,9.70440384477113e-05,0.00029113211534313374,1502426,12.224623441696167
12,0.3106464842160543,0.4414478433132172,0.4414478540420532,0.08932487666606903,0.8810819983482361,0.36552852392196655,0.36001703432281906,0.3106464743614197,9.64888242944126e-05,0.0002894664728832376,1502426,13.320093870162964
13,0.313101521730423,0.46779191780090335,0.46779191493988037,0.0921463891863823,0.8752707242965698,0.3431357443332672,0.34485817637844496,0.31310153007507324,9.588773128419907e-05,0.0002876631938525971,1502426,14.504440546035767
14,0.29989809600512185,0.4567408411502838,0.4567408561706543,0.08914019912481308,0.8793154954910278,0.3407469689846039,0.34742775494370426,0.29989808797836304,9.5241352623301e-05,0.0002857240578699029,1502426,15.59464693069458
15,0.2808228191534678,0.4582081699371338,0.45820820331573486,0.09191562980413437,0.8771679401397705,0.33786341547966003,0.33058684136882316,0.28082284331321716,9.455032620941843e-05,0.00028365097862825513,1502426,16.69340991973877
16,0.2817410275141398,0.46173761796951296,0.46173760294914246,0.09198102355003357,0.8754656314849854,0.339581161737442,0.3389885342595916,0.28174102306365967,9.381533400219321e-05,0.0002814460020065795,1502426,17.784528017044067
17,0.2801355617841085,0.46498645782470704,0.4649864435195923,0.0913110300898552,0.8771058320999146,0.3392244279384613,0.3485110512548527,0.2801355719566345,9.303710135019722e-05,0.0002791113040505915,1502426,18.87671685218811
18,0.2740689328511556,0.4690355129241943,0.4690355360507965,0.09225525707006454,0.8762484192848206,0.33536723256111145,0.3254665986614379,0.2740689516067505,9.22163962751008e-05,0.00027664918882530225,1502426,19.977152585983276
19,0.26928579489390053,0.46252499842643735,0.46252498030662537,0.08972767740488052,0.8786371946334839,0.34658533334732056,0.34915441534134306,0.26928579807281494,9.135402871372814e-05,0.00027406208614118424,1502426,21.077284574508667
20,0.2720486946105957,0.46284893608093264,0.4628489315509796,0.09116175770759583,0.875138521194458,0.3547724485397339,0.3480712528329258,0.272048681974411,9.045084971874742e-05,0.0002713525491562421,1502426,22.167868614196777
21,0.2650285659631093,0.48093092703819273,0.4809309244155884,0.09454446285963058,0.8717687129974365,0.31547296047210693,0.33788353911636426,0.26502859592437744,8.950775061878456e-05,0.00026852325185635354,1502426,23.279442310333252
22,0.25744969578584037,0.4642933716773987,0.46429336071014404,0.09022217988967896,0.8787840008735657,0.3483562469482422,0.3423128234061777,0.2574496865272522,8.852566213878951e-05,0.0002655769864163684,1502426,24.39746904373169
