epoch,train_loss,val_loss,val_kl,val_jsd,val_cosine,val_entropy_pearson,val_entropy_spearman,train_kl,lr_backbone,lr_head,params,elapsed_sec
1,1.9701786702473958,1.9259383096694946,1.9259382486343384,0.44516029953956604,0.40109387040138245,-0.017651570960879326,-0.061179292484680056,1.9701786041259766,9.997532801828658e-05,0.0002999259840548597,1502427,1.0905861854553223
2,1.754852858543396,1.842014747619629,1.8420146703720093,0.4127595126628876,0.42680248618125916,0.017771024256944656,-0.045142125851727125,1.7548528909683228,9.990133642141359e-05,0.0002997040092642407,1502427,2.211839199066162
3,1.6366326173146566,1.7695561313629151,1.7695561647415161,0.3975845277309418,0.4445537030696869,0.02225889265537262,-0.03159972282521759,1.6366326808929443,9.977809823015401e-05,0.000299334294690462,1502427,3.3353159427642822
4,1.5489950787226359,1.6728297672271728,1.6728296279907227,0.3797435164451599,0.47484251856803894,0.04353548586368561,0.014340719471386649,1.5489951372146606,9.960573506572391e-05,0.0002988172051971717,1502427,4.465842962265015
5,1.4883646399180095,1.631245569229126,1.631245493888855,0.3648718595504761,0.49397939443588257,0.07646787911653519,0.0454597375445212,1.488364577293396,9.93844170297569e-05,0.00029815325108927063,1502427,5.596282720565796
6,1.4313359355926514,1.6479435815811156,1.6479434967041016,0.36549702286720276,0.49150899052619934,0.05991198867559433,0.027516147548435115,1.4313359260559082,9.911436253643445e-05,0.00029734308760930326,1502427,6.722440004348755
7,1.387126006126404,1.5667513036727905,1.5667513608932495,0.35506173968315125,0.5086537599563599,0.03911601006984711,0.015362652516790526,1.3871259689331055,9.879583809693738e-05,0.00029638751429081204,1502427,7.790390729904175
8,1.3491383123397827,1.502091697692871,1.5020917654037476,0.33628129959106445,0.5337051153182983,0.08497406542301178,0.06191529116030244,1.3491383790969849,9.842915805643157e-05,0.0002952874741692946,1502427,8.923206090927124
9,1.298340880393982,1.6042713165283202,1.6042715311050415,0.3480299115180969,0.5106302499771118,0.07931609451770782,0.05394721986939363,1.2983407974243164,9.801468428384717e-05,0.00029404405285154137,1502427,10.056028366088867
10,1.2809570156733194,1.477292200088501,1.4772921800613403,0.33115461468696594,0.5393076539039612,0.0808771401643753,0.05252818700729402,1.2809571027755737,9.75528258147577e-05,0.0002926584774442729,1502427,11.143327474594116
11,1.2467389275232952,1.4393762044906617,1.4393762350082397,0.3219670355319977,0.5535197257995605,0.06818795204162598,0.05269280814602557,1.2467389106750488,9.70440384477113e-05,0.00029113211534313374,1502427,12.241836071014404
12,1.2180232543945313,1.4144974660873413,1.4144974946975708,0.312238872051239,0.5641599893569946,0.10753846913576126,0.09276997769213412,1.2180233001708984,9.64888242944126e-05,0.0002894664728832376,1502427,13.394741535186768
13,1.197994125366211,1.5942522058486939,1.594252347946167,0.32811272144317627,0.5335407853126526,0.07555672526359558,0.0646510522877726,1.1979941129684448,9.588773128419907e-05,0.0002876631938525971,1502427,14.549507141113281
14,1.1733644444147746,1.3298707036972046,1.3298708200454712,0.2987266182899475,0.5852617621421814,0.11319742351770401,0.09897633027218872,1.1733644008636475,9.5241352623301e-05,0.0002857240578699029,1502427,15.635617971420288
15,1.1522135000228881,1.4486285572052002,1.4486286640167236,0.3112599849700928,0.5608627796173096,0.0831117257475853,0.07369930677864125,1.1522133350372314,9.455032620941843e-05,0.00028365097862825513,1502427,16.75423574447632
16,1.1232375958760579,1.3101318197250367,1.3101317882537842,0.28908005356788635,0.5996384620666504,0.12377890199422836,0.1000279135187088,1.1232374906539917,9.381533400219321e-05,0.0002814460020065795,1502427,17.84136414527893
17,1.11630810769399,1.3729295749664308,1.3729296922683716,0.29492056369781494,0.5863067507743835,0.10103009641170502,0.09573610892774181,1.1163080930709839,9.303710135019722e-05,0.0002791113040505915,1502427,19.022456645965576
18,1.092965878168742,1.2344172840118408,1.2344173192977905,0.27340245246887207,0.6168760061264038,0.13774114847183228,0.12053978485268975,1.0929659605026245,9.22163962751008e-05,0.00027664918882530225,1502427,20.106905698776245
19,1.0782648979822795,1.2163781156539917,1.216378092765808,0.2716786861419678,0.6236923933029175,0.1326490044593811,0.11945892991316034,1.0782649517059326,9.135402871372814e-05,0.00027406208614118424,1502427,21.220198392868042
20,1.0513295599619548,1.250245982170105,1.2502459287643433,0.27409541606903076,0.6181486248970032,0.13444708287715912,0.1337226987855132,1.051329493522644,9.045084971874742e-05,0.0002713525491562421,1502427,22.36131715774536
21,1.0423963918685912,1.2238501539230346,1.223850131034851,0.2699553370475769,0.6213609576225281,0.14287328720092773,0.13478134408586076,1.0423964262008667,8.950775061878456e-05,0.00026852325185635354,1502427,23.450677633285522
