epoch,train_loss,val_loss,val_kl,val_jsd,val_cosine,val_entropy_pearson,val_entropy_spearman,train_kl,lr_backbone,lr_head,params,elapsed_sec
1,0.42775360941886903,0.40256838011741636,0.40256837010383606,0.08865545690059662,0.8849869966506958,0.36459967494010925,0.3256497892245516,0.42775362730026245,9.997532801828658e-05,0.0002999259840548597,11303243,4.407077789306641
2,0.3392593647638957,0.38178658270835875,0.38178661465644836,0.09032853692770004,0.8865053653717041,0.3252664804458618,0.3107637647891055,0.33925938606262207,9.990133642141359e-05,0.0002997040092642407,11303243,5.810190916061401
3,0.30717801332473754,0.40299183773994446,0.4029918313026428,0.09182105213403702,0.8827266693115234,0.35223665833473206,0.31947374176497273,0.3071780204772949,9.977809823015401e-05,0.000299334294690462,11303243,7.336255311965942
4,0.2781906811396281,0.38701701855659487,0.38701704144477844,0.09070301800966263,0.8851105570793152,0.36598995327949524,0.35605628949547896,0.2781906723976135,9.960573506572391e-05,0.0002988172051971717,11303243,8.694337844848633
5,0.25293229361375175,0.38512275791168216,0.38512274622917175,0.0882483646273613,0.8883441686630249,0.35125839710235596,0.3286529806015768,0.25293228030204773,9.93844170297569e-05,0.00029815325108927063,11303243,10.052068948745728
6,0.24423519253730774,0.40244752550125124,0.40244752168655396,0.0919334888458252,0.8810300230979919,0.36880069971084595,0.34266268609311895,0.24423518776893616,9.911436253643445e-05,0.00029734308760930326,11303243,11.390133380889893
7,0.21007350500424704,0.38494189453125,0.3849419057369232,0.08687163144350052,0.8867921829223633,0.38859397172927856,0.35709557737737946,0.21007350087165833,9.879583809693738e-05,0.00029638751429081204,11303243,12.728040218353271
8,0.2069995582898458,0.38487362837791445,0.3848735988140106,0.08848639577627182,0.8855042457580566,0.38056501746177673,0.35815698766682774,0.20699955523014069,9.842915805643157e-05,0.0002952874741692946,11303243,14.070193529129028
9,0.18449749716122946,0.4221289346218109,0.42212891578674316,0.09210554510354996,0.8788350224494934,0.34126344323158264,0.33793586756932364,0.18449749052524567,9.801468428384717e-05,0.00029404405285154137,11303243,15.427030563354492
10,0.17114059348901112,0.3889542775154114,0.3889542520046234,0.08720764517784119,0.8867534399032593,0.3802109360694885,0.3435790930500803,0.17114058136940002,9.75528258147577e-05,0.0002926584774442729,11303243,16.763298988342285
11,0.1686567186911901,0.4200856919288635,0.42008569836616516,0.09161610901355743,0.8802107572555542,0.3606429398059845,0.3403344031331225,0.16865672171115875,9.70440384477113e-05,0.00029113211534313374,11303243,18.107991695404053
12,0.15985229686896008,0.4085863792896271,0.4085863530635834,0.09014208614826202,0.8823343515396118,0.37111011147499084,0.33644527005194674,0.1598522961139679,9.64888242944126e-05,0.0002894664728832376,11303243,19.45956254005432
