epoch,train_loss,val_loss,val_kl,val_jsd,val_cosine,val_entropy_pearson,val_entropy_spearman,train_kl,lr_backbone,lr_head,params,elapsed_sec
1,0.4717108217080434,0.4278373658657074,0.42783743143081665,0.10251132398843765,0.8735942244529724,0.3475522994995117,0.3193755386080968,0.47171086072921753,9.997532801828658e-05,0.0002999259840548597,9542347,2.9875681400299072
2,0.39461109407742817,0.41324329233169554,0.41324329376220703,0.09859497100114822,0.8764118552207947,0.34624767303466797,0.32756581254574296,0.39461109042167664,9.990133642141359e-05,0.0002997040092642407,9542347,4.0024895668029785
3,0.3564874180952708,0.4237920460700989,0.4237920641899109,0.09939093142747879,0.8754921555519104,0.330423504114151,0.321607557760248,0.3564874231815338,9.977809823015401e-05,0.000299334294690462,9542347,5.05039381980896
4,0.3401239330768585,0.48225039076805115,0.4822503924369812,0.10796736925840378,0.8609325289726257,0.3235011100769043,0.3046110147042443,0.3401239216327667,9.960573506572391e-05,0.0002988172051971717,9542347,6.02971625328064
5,0.31048133031527203,0.4058626499176025,0.40586262941360474,0.09441226720809937,0.8798943758010864,0.3679961562156677,0.3678416166105975,0.31048133969306946,9.93844170297569e-05,0.00029815325108927063,9542347,7.004035949707031
6,0.28556941032409666,0.41564202547073364,0.41564202308654785,0.09466343373060226,0.8794457316398621,0.3499327301979065,0.3263132158137972,0.2855693995952606,9.911436253643445e-05,0.00029734308760930326,9542347,8.069517850875854
7,0.26754316957791646,0.4096179630756378,0.40961799025535583,0.09275304526090622,0.8800511360168457,0.3669407367706299,0.3516700320192004,0.26754316687583923,9.879583809693738e-05,0.00029638751429081204,9542347,9.024758577346802
8,0.25579547421137494,0.4391433618068695,0.4391433596611023,0.09745162725448608,0.8742851614952087,0.3317215144634247,0.3173110165611373,0.2557954490184784,9.842915805643157e-05,0.0002952874741692946,9542347,9.983583927154541
9,0.2463829526901245,0.4321581425666809,0.43215814232826233,0.09736084192991257,0.8746446967124939,0.3543343245983124,0.3381435313949196,0.246382936835289,9.801468428384717e-05,0.00029404405285154137,9542347,10.927544832229614
10,0.23213722312450408,0.4396355755329132,0.4396355450153351,0.09573868662118912,0.8727136254310608,0.34175044298171997,0.3314470733180699,0.23213720321655273,9.75528258147577e-05,0.0002926584774442729,9542347,11.889099597930908
11,0.22576067264874777,0.4407058517932892,0.4407058656215668,0.09663707762956619,0.8713281154632568,0.3774607181549072,0.3699070115220354,0.22576068341732025,9.70440384477113e-05,0.00029113211534313374,9542347,12.867913484573364
12,0.19982827576001486,0.47935718512535097,0.47935718297958374,0.1012067124247551,0.8634318709373474,0.3594855070114136,0.3567619778611853,0.19982828199863434,9.64888242944126e-05,0.0002894664728832376,9542347,13.847628831863403
13,0.1835769795179367,0.47103644990921023,0.471036434173584,0.09878517687320709,0.8654266595840454,0.32084742188453674,0.32612988829989964,0.18357698619365692,9.588773128419907e-05,0.0002876631938525971,9542347,14.812621593475342
14,0.17570415862401326,0.47189712595939637,0.4718971252441406,0.10002302378416061,0.8635063767433167,0.35063111782073975,0.3420879862961682,0.17570416629314423,9.5241352623301e-05,0.0002857240578699029,9542347,15.784600496292114
15,0.17684179548422496,0.4665455136299133,0.4665455222129822,0.09723196923732758,0.8682305812835693,0.3488101363182068,0.34018377773483793,0.17684179544448853,9.455032620941843e-05,0.00028365097862825513,9542347,16.74821662902832
